Stock,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
AFRM,2022-12-23 00:00:00-05:00,9.050000191,9.385000229,8.880000114,9.18999958,10908900,0,0
AFRM,2022-12-27 00:00:00-05:00,8.970000267,9.164999962,8.630000114,8.909999847,14115500,0,0
AFRM,2022-12-28 00:00:00-05:00,8.805000305,9.18900013,8.760000229,9.029999733,11056200,0,0
AFRM,2022-12-29 00:00:00-05:00,9.199999809,9.949999809,9.039999962,9.659999847,16966600,0,0
AFRM,2022-12-30 00:00:00-05:00,9.449999809,9.720000267,9.324999809,9.670000076,10458400,0,0
AFRM,2023-01-03 00:00:00-05:00,10.02000046,10.22999954,8.949999809,9.100000381,14783500,0,0
AFRM,2023-01-04 00:00:00-05:00,9.350000381,10.05000019,9.140000343,9.890000343,16311100,0,0
AFRM,2023-01-05 00:00:00-05:00,9.670000076,9.720999718,9.180000305,9.18999958,11763800,0,0
AFRM,2023-01-06 00:00:00-05:00,9.100000381,9.338999748,8.800000191,9.06000042,12487400,0,0
AFRM,2023-01-09 00:00:00-05:00,9.31000042,9.819999695,9.210000038,9.430000305,13617600,0,0
AFRM,2023-01-10 00:00:00-05:00,9.31000042,10.07999992,9.100000381,10.06000042,12314300,0,0
AFRM,2023-01-11 00:00:00-05:00,10.18000031,11.35000038,10.03999996,11.31999969,23287900,0,0
AFRM,2023-01-12 00:00:00-05:00,11.47000027,12.21000004,10.84000015,12.19999981,21853500,0,0
AFRM,2023-01-13 00:00:00-05:00,11.75,12.93999958,11.71000004,12.88000011,19009900,0,0
AFRM,2023-01-17 00:00:00-05:00,12.88000011,13.55000019,12.54500008,13.44999981,14529000,0,0
AFRM,2023-01-18 00:00:00-05:00,13.80000019,14.56999969,12.89999962,12.97999954,22009500,0,0
AFRM,2023-01-19 00:00:00-05:00,12.42000008,12.68500042,11.90999985,12.25,20007200,0,0
AFRM,2023-01-20 00:00:00-05:00,12.55000019,14.30000019,12.28499985,14.30000019,20373000,0,0
AFRM,2023-01-23 00:00:00-05:00,14.52999973,15.81999969,14.21000004,15.44999981,24866000,0,0
AFRM,2023-01-24 00:00:00-05:00,15.11999989,16.04999924,14.18999958,14.31999969,20382600,0,0
AFRM,2023-01-25 00:00:00-05:00,13.38000011,14.23999977,12.85999966,14.14000034,22855200,0,0
AFRM,2023-01-26 00:00:00-05:00,14.75,15.22999954,13.81200027,14.35999966,16196500,0,0
AFRM,2023-01-27 00:00:00-05:00,14.38000011,16.59499931,14.22000027,16.23999977,24317900,0,0
AFRM,2023-01-30 00:00:00-05:00,15.65999985,16.11499977,15.05000019,15.10000038,15513800,0,0
AFRM,2023-01-31 00:00:00-05:00,15.35000038,16.5,14.85999966,16.19000053,17316700,0,0
AFRM,2023-02-01 00:00:00-05:00,15.97000027,18.03000069,15.57499981,17.71999931,22555200,0,0
AFRM,2023-02-02 00:00:00-05:00,18.77499962,22.75,18.71999931,21.13999939,39691200,0,0
AFRM,2023-02-03 00:00:00-05:00,19.29000092,20.49500084,18.03000069,18.14999962,28836400,0,0
AFRM,2023-02-06 00:00:00-05:00,17.84000015,18.24500084,16.85000038,17.01000023,18110600,0,0
AFRM,2023-02-07 00:00:00-05:00,16.88999939,17.60000038,16.12999916,17.20999908,24229000,0,0
AFRM,2023-02-08 00:00:00-05:00,16.87999916,17.61000061,15.94999981,16.02000046,31802000,0,0
AFRM,2023-02-09 00:00:00-05:00,13.55000019,14.32999992,12.51500034,13.28999996,57168800,0,0
AFRM,2023-02-10 00:00:00-05:00,12.89999962,13.43500042,12.35999966,12.52000046,22708500,0,0
AFRM,2023-02-13 00:00:00-05:00,12.47000027,13.19999981,11.97999954,12.69999981,20373200,0,0
AFRM,2023-02-14 00:00:00-05:00,12.51000023,13.23999977,12.14999962,13.10000038,21397200,0,0
AFRM,2023-02-15 00:00:00-05:00,13.18000031,15.21000004,13.05000019,14.69999981,28733500,0,0
AFRM,2023-02-16 00:00:00-05:00,13.89000034,14.39999962,13.52999973,13.57999992,19479300,0,0
AFRM,2023-02-17 00:00:00-05:00,13.34000015,13.51000023,12.51000023,12.97999954,16221100,0,0
AFRM,2023-02-21 00:00:00-05:00,12.52499962,12.96500015,12.22000027,12.81000042,15183000,0,0
AFRM,2023-02-22 00:00:00-05:00,12.84000015,13.69200039,12.80000019,13.46000004,15714400,0,0
AFRM,2023-02-23 00:00:00-05:00,13.68500042,13.88000011,12.96000004,13.68999958,13216100,0,0
AFRM,2023-02-24 00:00:00-05:00,13.15999985,13.44999981,12.75,13.06999969,13178200,0,0
AFRM,2023-02-27 00:00:00-05:00,13.40999985,13.40999985,12.82999992,12.84000015,12306900,0,0
AFRM,2023-02-28 00:00:00-05:00,12.81999969,13.97000027,12.72000027,13.61999989,25098400,0,0
AFRM,2023-03-01 00:00:00-05:00,13.39999962,13.48999977,12.30000019,12.60999966,16132600,0,0
AFRM,2023-03-02 00:00:00-05:00,12.27999973,12.98999977,11.96000004,12.93000031,11054000,0,0
AFRM,2023-03-03 00:00:00-05:00,13.03999996,13.85000038,12.94999981,13.63000011,11803500,0,0
AFRM,2023-03-06 00:00:00-05:00,13.75500011,14.35999966,13.11499977,13.17000008,14277700,0,0
AFRM,2023-03-07 00:00:00-05:00,13.01000023,13.32600021,11.94999981,12,15136100,0,0
AFRM,2023-03-08 00:00:00-05:00,12,12.42000008,11.63000011,12.13000011,13782100,0,0
AFRM,2023-03-09 00:00:00-05:00,12.02999973,12.53999996,11.13000011,11.31000042,17953800,0,0
AFRM,2023-03-10 00:00:00-05:00,11.17199993,11.20499992,10.02999973,10.36999989,24806200,0,0
AFRM,2023-03-13 00:00:00-04:00,10.06999969,10.59000015,9.409999847,10.32999992,20041200,0,0
AFRM,2023-03-14 00:00:00-04:00,10.76000023,10.91600037,9.840000153,10.01000023,20790000,0,0
AFRM,2023-03-15 00:00:00-04:00,9.652000427,9.914999962,9.31000042,9.840000153,21858600,0,0
AFRM,2023-03-16 00:00:00-04:00,9.789999962,10.02999973,9.359999657,9.960000038,16201400,0,0
AFRM,2023-03-17 00:00:00-04:00,9.829999924,9.960000038,9.170000076,9.489999771,17437800,0,0
AFRM,2023-03-20 00:00:00-04:00,9.359999657,9.737999916,9.149999619,9.289999962,13693100,0,0
AFRM,2023-03-21 00:00:00-04:00,9.460000038,10.73999977,9.399999619,10.5,20853800,0,0
AFRM,2023-03-22 00:00:00-04:00,10.61999989,10.98999977,9.729999542,9.760000229,23931000,0,0
AFRM,2023-03-23 00:00:00-04:00,9.81000042,10.75,9.659999847,9.989999771,18147800,0,0
AFRM,2023-03-24 00:00:00-04:00,9.798000336,10.35999966,9.670000076,10.32999992,14626400,0,0
AFRM,2023-03-27 00:00:00-04:00,10.5,10.65999985,9.920000076,10.22000027,12077000,0,0
AFRM,2023-03-28 00:00:00-04:00,10.14000034,10.23499966,9.109999657,9.470000267,23167300,0,0
AFRM,2023-03-29 00:00:00-04:00,9.729999542,10.56999969,9.539999962,10.5,16388000,0,0
AFRM,2023-03-30 00:00:00-04:00,10.80000019,10.89999962,10.32999992,10.42000008,10385200,0,0
AFRM,2023-03-31 00:00:00-04:00,10.60000038,11.43999958,10.40999985,11.27000046,16148500,0,0
AFRM,2023-04-03 00:00:00-04:00,11.19999981,11.42500019,10.82999992,11.28999996,10730900,0,0
AFRM,2023-04-04 00:00:00-04:00,11.47000027,11.47999954,10.63000011,10.81000042,10657200,0,0
AFRM,2023-04-05 00:00:00-04:00,10.60000038,10.75500011,10.01000023,10.39999962,9749600,0,0
AFRM,2023-04-06 00:00:00-04:00,10.31999969,10.89000034,10.11999989,10.56999969,9311300,0,0
AFRM,2023-04-10 00:00:00-04:00,10.40999985,11.14999962,10.27999973,11.13000011,9345900,0,0
AFRM,2023-04-11 00:00:00-04:00,11.25,11.80000019,11.22000027,11.69999981,10343700,0,0
AFRM,2023-04-12 00:00:00-04:00,12.18000031,12.26900005,10.90499973,10.93999958,14415100,0,0
AFRM,2023-04-13 00:00:00-04:00,11.11999989,11.625,11.03999996,11.36999989,11221900,0,0
AFRM,2023-04-14 00:00:00-04:00,11.43999958,11.53999996,10.68500042,11.03999996,11261100,0,0
AFRM,2023-04-17 00:00:00-04:00,10.93000031,11.62800026,10.82999992,11.51000023,10452500,0,0
AFRM,2023-04-18 00:00:00-04:00,11.60000038,11.74499989,11.34000015,11.68000031,7794900,0,0
AFRM,2023-04-19 00:00:00-04:00,11.40999985,11.68000031,11.22999954,11.48999977,6317600,0,0
AFRM,2023-04-20 00:00:00-04:00,11.22999954,11.39999962,10.89999962,10.92000008,6764900,0,0
AFRM,2023-04-21 00:00:00-04:00,10.97000027,11.41499996,10.89000034,10.98999977,9055700,0,0
AFRM,2023-04-24 00:00:00-04:00,10.85999966,10.94999981,10.26000023,10.52999973,7589400,0,0
AFRM,2023-04-25 00:00:00-04:00,10.43999958,10.43999958,9.944999695,9.949999809,7439000,0,0
AFRM,2023-04-26 00:00:00-04:00,10.14000034,10.35000038,9.760000229,9.840000153,8154000,0,0
AFRM,2023-04-27 00:00:00-04:00,9.970000267,10.41499996,9.829999924,10.15999985,10349600,0,0
AFRM,2023-04-28 00:00:00-04:00,10.05000019,10.49600029,9.795000076,9.859999657,10387700,0,0
AFRM,2023-05-01 00:00:00-04:00,9.859999657,10.13000011,9.420000076,9.989999771,16321100,0,0
AFRM,2023-05-02 00:00:00-04:00,9.890000343,9.920000076,9,9.010000229,14544000,0,0
AFRM,2023-05-03 00:00:00-04:00,9.104999542,9.859999657,8.979999542,9.260000229,18858200,0,0
AFRM,2023-05-04 00:00:00-04:00,9.149999619,9.279999733,8.800000191,9.130000114,14838600,0,0
AFRM,2023-05-05 00:00:00-04:00,9.279999733,10.81499958,9.279999733,10.71000004,23216400,0,0
AFRM,2023-05-08 00:00:00-04:00,10.90499973,11.97999954,10.78999996,11.93999958,20473300,0,0
AFRM,2023-05-09 00:00:00-04:00,11.60000038,12.73900032,11.53999996,12.30000019,27208400,0,0
AFRM,2023-05-10 00:00:00-04:00,12.10999966,12.96500015,11.60999966,12.25,31110200,0,0
AFRM,2023-05-11 00:00:00-04:00,12.19999981,13.18999958,11.85999966,12.47000027,18486600,0,0
AFRM,2023-05-12 00:00:00-04:00,12.44999981,12.44999981,11.56999969,12.06999969,15443700,0,0
AFRM,2023-05-15 00:00:00-04:00,12.13000011,12.97999954,11.84300041,12.80000019,14335600,0,0
AFRM,2023-05-16 00:00:00-04:00,12.61999989,12.82999992,12.10000038,12.39000034,12291300,0,0
AFRM,2023-05-17 00:00:00-04:00,12.60000038,13.44999981,12.39999962,13.15999985,15053800,0,0
AFRM,2023-05-18 00:00:00-04:00,13.30000019,14.73999977,13.22000027,14.68999958,21996000,0,0
AFRM,2023-05-19 00:00:00-04:00,14.59000015,14.64999962,13.68000031,13.76000023,14816600,0,0
AFRM,2023-05-22 00:00:00-04:00,13.78999996,14.83500004,13.57999992,14.52999973,16413200,0,0
AFRM,2023-05-23 00:00:00-04:00,14.38000011,15.40999985,14.27000046,14.40999985,17572200,0,0
AFRM,2023-05-24 00:00:00-04:00,14.05000019,14.36999989,13.60499954,14.30000019,13270100,0,0
AFRM,2023-05-25 00:00:00-04:00,14.56999969,14.76000023,13.5,13.71000004,11407300,0,0
AFRM,2023-05-26 00:00:00-04:00,13.75,14.25,13.56999969,14.07999992,8104100,0,0
AFRM,2023-05-30 00:00:00-04:00,14.28999996,14.94999981,14.02000046,14.73999977,11760300,0,0
AFRM,2023-05-31 00:00:00-04:00,14.69999981,15.77999973,14.30000019,14.85999966,17195400,0,0
AFRM,2023-06-01 00:00:00-04:00,14.72500038,15.22999954,14.38000011,14.57999992,13232300,0,0
AFRM,2023-06-02 00:00:00-04:00,15.07999992,15.88000011,14.59000015,15.69999981,15216200,0,0
AFRM,2023-06-05 00:00:00-04:00,15.81999969,16.45999908,15.11999989,15.55000019,14801400,0,0
AFRM,2023-06-06 00:00:00-04:00,15.25500011,16.25,15.25,15.81999969,12844200,0,0
AFRM,2023-06-07 00:00:00-04:00,18.42000008,19.5,16.12999916,16.20000076,65058700,0,0
AFRM,2023-06-08 00:00:00-04:00,16.52000046,19.03000069,16.29700089,18.85000038,41192100,0,0
AFRM,2023-06-09 00:00:00-04:00,19.18000031,19.57999992,17.36000061,17.38999939,27901500,0,0
AFRM,2023-06-12 00:00:00-04:00,17.54999924,18.86000061,17.45999908,18.26000023,20602500,0,0
AFRM,2023-06-13 00:00:00-04:00,18.62999916,19.25,18.14999962,18.73999977,19438300,0,0
AFRM,2023-06-14 00:00:00-04:00,17.69000053,17.89999962,16.45499992,17.04000092,38468200,0,0
AFRM,2023-06-15 00:00:00-04:00,16.79000092,17.45999908,16.35499954,17.28000069,15607600,0,0
AFRM,2023-06-16 00:00:00-04:00,17.14999962,17.43000031,16.51000023,16.67000008,12268400,0,0
AFRM,2023-06-20 00:00:00-04:00,16.5,16.85000038,15.82999992,16.04999924,12107400,0,0
AFRM,2023-06-21 00:00:00-04:00,15.89000034,16.05999947,15.15499973,15.5,12325000,0,0
AFRM,2023-06-22 00:00:00-04:00,15.31999969,15.53999996,14.86999989,14.89000034,9323700,0,0
AFRM,2023-06-23 00:00:00-04:00,14.77999973,15.06499958,14.55000019,14.81000042,10625300,0,0
AFRM,2023-06-26 00:00:00-04:00,14.85000038,15.69799995,14.76500034,14.84000015,9037100,0,0
AFRM,2023-06-27 00:00:00-04:00,14.97999954,15.48999977,14.68999958,15.19999981,12195200,0,0
AFRM,2023-06-28 00:00:00-04:00,15,15.53999996,14.85000038,15.47999954,11892700,0,0
AFRM,2023-06-29 00:00:00-04:00,15.66499996,16.12999916,15.11999989,15.38000011,10243500,0,0
AFRM,2023-06-30 00:00:00-04:00,15.77999973,16.09000015,15.10499954,15.32999992,10989700,0,0
AFRM,2023-07-03 00:00:00-04:00,15.44999981,16.53000069,15.44999981,16.12000084,9692500,0,0
AFRM,2023-07-05 00:00:00-04:00,15.85000038,15.88500023,15.25,15.42000008,10879700,0,0
AFRM,2023-07-06 00:00:00-04:00,14.39999962,14.47999954,12.81000042,13.78999996,28003500,0,0
AFRM,2023-07-07 00:00:00-04:00,13.84000015,14.13500023,13.59000015,13.64999962,12679400,0,0
AFRM,2023-07-10 00:00:00-04:00,13.46000004,14.78999996,13.39999962,14.77999973,13031100,0,0
AFRM,2023-07-11 00:00:00-04:00,15.43999958,16.52499962,14.93299961,16.20999908,27264500,0,0
AFRM,2023-07-12 00:00:00-04:00,16.73999977,16.94000053,16.09000015,16.36000061,15479600,0,0
AFRM,2023-07-13 00:00:00-04:00,16.57999992,17.97999954,16.27000046,17.45000076,22101500,0,0
AFRM,2023-07-14 00:00:00-04:00,17.32999992,17.78000069,16.17300034,16.38999939,13558700,0,0
AFRM,2023-07-17 00:00:00-04:00,16.35000038,17.54000092,15.89999962,17.12000084,12892300,0,0
AFRM,2023-07-18 00:00:00-04:00,17.18000031,17.94000053,16.90999985,17.04000092,12304300,0,0
AFRM,2023-07-19 00:00:00-04:00,17.55999947,18.67000008,17.29000092,17.64999962,19552900,0,0
AFRM,2023-07-20 00:00:00-04:00,17.14999962,17.62999916,16.57999992,17.12000084,12579200,0,0
AFRM,2023-07-21 00:00:00-04:00,17.35000038,17.57999992,16.53000069,17.12000084,10342900,0,0
AFRM,2023-07-24 00:00:00-04:00,17.14999962,17.36000061,16.63500023,17.06999969,7133000,0,0
AFRM,2023-07-25 00:00:00-04:00,17.29999924,18.51000023,17.12000084,17.60000038,18258700,0,0
AFRM,2023-07-26 00:00:00-04:00,17.34000015,17.77000046,16.68000031,17.72999954,14981400,0,0
AFRM,2023-07-27 00:00:00-04:00,18.32999992,19.34499931,16.29000092,16.43000031,18385900,0,0
AFRM,2023-07-28 00:00:00-04:00,16.95999908,17.53000069,16.78000069,17.27000046,11981700,0,0
AFRM,2023-07-31 00:00:00-04:00,17.54999924,19.39999962,17.5,19.38999939,23277700,0,0
AFRM,2023-08-01 00:00:00-04:00,19.04999924,19.73800087,18.52000046,19.61000061,14847000,0,0
AFRM,2023-08-02 00:00:00-04:00,18.68000031,18.89999962,17.10000038,17.77000046,15840200,0,0
AFRM,2023-08-03 00:00:00-04:00,17.40999985,17.73999977,16.9109993,17.45000076,9460000,0,0
AFRM,2023-08-04 00:00:00-04:00,17.77000046,17.77000046,16.61000061,16.69000053,11446200,0,0
AFRM,2023-08-07 00:00:00-04:00,16.61000061,16.69000053,15.35000038,15.65999985,12664500,0,0
AFRM,2023-08-08 00:00:00-04:00,15.03999996,15.82999992,14.92000008,15.80000019,12455300,0,0
AFRM,2023-08-09 00:00:00-04:00,15.48799992,16.03000069,15.21000004,15.52000046,11264600,0,0
AFRM,2023-08-10 00:00:00-04:00,15.63000011,15.94999981,14.77999973,14.98999977,9910200,0,0
AFRM,2023-08-11 00:00:00-04:00,14.72000027,15.31000042,14.60999966,15.15999985,7241100,0,0
AFRM,2023-08-14 00:00:00-04:00,14.92000008,15.14999962,14.57999992,15.13000011,7420100,0,0
AFRM,2023-08-15 00:00:00-04:00,14.89999962,14.93999958,14.43900013,14.5,6479000,0,0
AFRM,2023-08-16 00:00:00-04:00,14.35000038,14.71500015,14.26000023,14.36999989,6901400,0,0
AFRM,2023-08-17 00:00:00-04:00,14.36999989,14.5710001,14.07999992,14.22000027,7397200,0,0
AFRM,2023-08-18 00:00:00-04:00,13.73999977,14.51000023,13.67000008,14.5,7390600,0,0
AFRM,2023-08-21 00:00:00-04:00,14.56000042,14.81499958,14.35999966,14.64999962,5522500,0,0
AFRM,2023-08-22 00:00:00-04:00,14.92000008,15.38000011,14.15999985,14.22000027,7335500,0,0
AFRM,2023-08-23 00:00:00-04:00,14.10000038,14.57999992,13.96000004,14.51000023,6969800,0,0
AFRM,2023-08-24 00:00:00-04:00,14.55000019,14.57999992,13.73999977,13.81000042,24674200,0,0
AFRM,2023-08-25 00:00:00-04:00,15.09000015,18.31999969,15,17.79000092,85735900,0,0
AFRM,2023-08-28 00:00:00-04:00,18.10000038,18.12999916,17.06999969,17.95000076,29435800,0,0
AFRM,2023-08-29 00:00:00-04:00,17.95000076,19.44000053,17.88500023,19.14999962,26439600,0,0
AFRM,2023-08-30 00:00:00-04:00,19.04999924,20.12999916,18.77000046,20.03000069,22398500,0,0
AFRM,2023-08-31 00:00:00-04:00,20.11000061,21.12000084,19.88100052,20.80999947,19815400,0,0
AFRM,2023-09-01 00:00:00-04:00,20.97500038,22.04000092,20.70999908,21.86000061,18943400,0,0
AFRM,2023-09-05 00:00:00-04:00,21.77000046,22.48999977,21.61000061,21.93000031,12892900,0,0
AFRM,2023-09-06 00:00:00-04:00,21.70999908,22.45000076,21.47400093,22.10000038,12989500,0,0
AFRM,2023-09-07 00:00:00-04:00,21.55999947,22.6779995,20.84000015,22.47999954,14985800,0,0
AFRM,2023-09-08 00:00:00-04:00,22.39999962,22.54999924,21.46999931,22.46999931,11802300,0,0
AFRM,2023-09-11 00:00:00-04:00,23.09000015,23.875,22.65999985,23.56999969,13454000,0,0
AFRM,2023-09-12 00:00:00-04:00,23.38999939,24.35000038,23.12000084,23.87000084,13024300,0,0
AFRM,2023-09-13 00:00:00-04:00,23.95000076,24.21999931,23.27099991,23.35000038,9888800,0,0
AFRM,2023-09-14 00:00:00-04:00,23.76000023,24.14999962,23.48500061,23.62000084,9611600,0,0
AFRM,2023-09-15 00:00:00-04:00,23.52499962,24.48500061,23.43799973,24.37000084,11545400,0,0
AFRM,2023-09-18 00:00:00-04:00,24.29500008,25.62999916,23.89999962,25.01000023,14582700,0,0
AFRM,2023-09-19 00:00:00-04:00,25.07999992,25.12999916,23.11000061,23.75,15692900,0,0
AFRM,2023-09-20 00:00:00-04:00,24.06999969,24.54999924,23.06999969,23.10000038,11017700,0,0
AFRM,2023-09-21 00:00:00-04:00,22.05500031,22.15999985,21.04999924,21.25,20389200,0,0
AFRM,2023-09-22 00:00:00-04:00,21.375,21.62999916,20.02000046,20.18000031,15009500,0,0
AFRM,2023-09-25 00:00:00-04:00,20,20.48999977,19.01000023,20.21999931,17756400,0,0
AFRM,2023-09-26 00:00:00-04:00,19.77000046,20.58499908,19.71999931,19.90999985,9357600,0,0
AFRM,2023-09-27 00:00:00-04:00,20.13999939,20.56999969,19.57799911,20.26000023,10232100,0,0
AFRM,2023-09-28 00:00:00-04:00,20.20999908,21.06999969,20.03499985,20.85000038,9477900,0,0
AFRM,2023-09-29 00:00:00-04:00,21.28000069,22.52499962,21.19000053,21.27000046,17599100,0,0
AFRM,2023-10-02 00:00:00-04:00,21.18000031,21.45000076,20.25,20.45000076,9694900,0,0
AFRM,2023-10-03 00:00:00-04:00,20,20.18000031,17.94000053,18.28000069,18377800,0,0
AFRM,2023-10-04 00:00:00-04:00,18.54999924,18.93000031,17.47999954,17.89999962,13247600,0,0
AFRM,2023-10-05 00:00:00-04:00,17.62000084,17.81500053,16.98999977,17.51000023,10890300,0,0
AFRM,2023-10-06 00:00:00-04:00,16.85000038,18.27000046,16.69000053,17.94000053,13385700,0,0
AFRM,2023-10-09 00:00:00-04:00,17.52000046,18.92000008,17.45000076,18.79000092,10760300,0,0
AFRM,2023-10-10 00:00:00-04:00,18.95000076,20.26000023,18.64999962,19.70000076,12294000,0,0
AFRM,2023-10-11 00:00:00-04:00,19.78000069,20.57999992,19.36000061,20.12999916,11973200,0,0
AFRM,2023-10-12 00:00:00-04:00,20.20000076,20.35000038,18.56999969,18.60000038,12163700,0,0
AFRM,2023-10-13 00:00:00-04:00,18.67000008,18.79000092,17.72999954,18,10978800,0,0
AFRM,2023-10-16 00:00:00-04:00,18.26000023,19.03000069,17.87000084,18.87999916,10493200,0,0
AFRM,2023-10-17 00:00:00-04:00,18.59000015,20.07699966,18.44000053,19.96999931,12655300,0,0
AFRM,2023-10-18 00:00:00-04:00,19.70000076,20.42000008,18.51099968,18.79999924,14285700,0,0
AFRM,2023-10-19 00:00:00-04:00,18.70999908,19.20700073,18.23999977,18.29000092,9560600,0,0
AFRM,2023-10-20 00:00:00-04:00,18.05999947,18.51000023,17.65999985,18.25,8660500,0,0
AFRM,2023-10-23 00:00:00-04:00,17.89999962,19.00499916,17.18000031,18.5,9412500,0,0
AFRM,2023-10-24 00:00:00-04:00,18.81999969,19.97999954,18.81999969,19.55999947,10978600,0,0
AFRM,2023-10-25 00:00:00-04:00,17.95000076,17.96999931,15.97299957,16.63999939,25448400,0,0
AFRM,2023-10-26 00:00:00-04:00,16.81999969,17.73999977,16.37999916,17.42000008,15506800,0,0
AFRM,2023-10-27 00:00:00-04:00,17.63999939,17.78000069,16.79999924,16.93000031,12059400,0,0
AFRM,2023-10-30 00:00:00-04:00,17.35499954,17.73999977,16.5,17.10000038,9911200,0,0
AFRM,2023-10-31 00:00:00-04:00,17.39999962,17.86000061,16.875,17.61000061,9675700,0,0
AFRM,2023-11-01 00:00:00-04:00,17.70000076,17.86000061,16.85000038,17.61000061,9481500,0,0
AFRM,2023-11-02 00:00:00-04:00,19.61000061,21.10000038,19.56999969,21.04000092,25182700,0,0
AFRM,2023-11-03 00:00:00-04:00,21.78000069,23.13999939,21.75799942,22.43000031,19359900,0,0
AFRM,2023-11-06 00:00:00-05:00,22.42000008,22.59000015,21.19000053,21.70999908,11478800,0,0
AFRM,2023-11-07 00:00:00-05:00,21.70999908,22.37999916,21.05999947,22.09000015,10337300,0,0
AFRM,2023-11-08 00:00:00-05:00,21.51000023,22.19000053,20.20000076,21.76000023,21472500,0,0
AFRM,2023-11-09 00:00:00-05:00,24.96999931,27.15699959,24.43000031,24.86000061,47263500,0,0
AFRM,2023-11-10 00:00:00-05:00,24.70000076,24.75,21.87000084,22.43000031,27831500,0,0
AFRM,2023-11-13 00:00:00-05:00,22.25,23.19799995,21.87999916,22.87999916,10313600,0,0
AFRM,2023-11-14 00:00:00-05:00,24.86000061,26.20000076,24.59000015,25.55999947,22925200,0,0
AFRM,2023-11-15 00:00:00-05:00,25.34000015,27,25.14999962,25.97999954,19694600,0,0
AFRM,2023-11-16 00:00:00-05:00,25.45999908,25.57999992,24.27000046,24.54000092,14409300,0,0
AFRM,2023-11-17 00:00:00-05:00,24.83499908,25.21999931,24.39999962,24.79000092,11289700,0,0
AFRM,2023-11-20 00:00:00-05:00,24.79999924,25.95000076,24.04000092,25.45999908,10962800,0,0
AFRM,2023-11-21 00:00:00-05:00,25.03000069,25.28000069,24.18000031,25.03000069,8310000,0,0
AFRM,2023-11-22 00:00:00-05:00,25.5,26.06800079,25.09499931,25.56999969,9655500,0,0
AFRM,2023-11-24 00:00:00-05:00,25.54000092,26.54999924,25.02000046,26.22999954,6819200,0,0
AFRM,2023-11-27 00:00:00-05:00,27.07999992,30.35000038,27.04999924,29.37000084,45419500,0,0
AFRM,2023-11-28 00:00:00-05:00,29.87000084,33.04999924,28.82999992,32.75,44306000,0,0
AFRM,2023-11-29 00:00:00-05:00,32.65999985,34.95999908,32.59999847,34.11999893,34864700,0,0
AFRM,2023-11-30 00:00:00-05:00,33.81999969,34.88800049,32.80500031,34.40999985,21455100,0,0
AFRM,2023-12-01 00:00:00-05:00,34.20000076,37.94499969,33.81999969,37.66999817,33193400,0,0
AFRM,2023-12-04 00:00:00-05:00,37.06200027,39.11000061,36.56000137,38.56000137,27938300,0,0
AFRM,2023-12-05 00:00:00-05:00,38.00999832,38.63999939,36.11999893,38.18999863,20577000,0,0
AFRM,2023-12-06 00:00:00-05:00,38.70999908,41.88999939,38.27999878,38.38000107,37398600,0,0
AFRM,2023-12-07 00:00:00-05:00,37.77999878,39.83000183,37.25,39.40999985,19327500,0,0
AFRM,2023-12-08 00:00:00-05:00,39.27999878,42.41999817,38.61000061,42.06999969,27475700,0,0
AFRM,2023-12-11 00:00:00-05:00,42.15000153,42.86000061,38.65000153,39.91999817,29495100,0,0
AFRM,2023-12-12 00:00:00-05:00,40.09999847,40.16999817,37.79999924,39.52000046,21149300,0,0
AFRM,2023-12-13 00:00:00-05:00,39.90000153,44.72000122,38.70999908,44.40000153,30974600,0,0
AFRM,2023-12-14 00:00:00-05:00,45,46.95999908,42.90000153,44.84000015,30051100,0,0
AFRM,2023-12-15 00:00:00-05:00,45.24000168,45.93999863,43.16999817,43.97000122,21245500,0,0
AFRM,2023-12-18 00:00:00-05:00,40.86000061,44.61999893,40.61000061,43.70000076,22009500,0,0
AFRM,2023-12-19 00:00:00-05:00,46.15999985,51.56000137,46.02999878,50.45999908,58396000,0,0
AFRM,2023-12-20 00:00:00-05:00,51,51.88000107,45.47999954,45.50999832,46132200,0,0
